word,clean
pastinya,pasti
getau,getau
taon,tahun
rq,rq
baliknya,baliknya
if,if
jelasin,jelasin
marketing,marketing
didnt,didnt
mw,mau
njirngakak,anjay ngakak
pinter,pinter
luarbiasa,luar biasa
gamersnya,gamer
ngeoush,ngeoush
benerbener,benar benar
yayang,sayang
sedhap,mantap
kerensuka,keren suka
lord,lord
adicted,adicted
dih,dih
have,have
nais,mantap
woaw,wow
nandaryinta,nandaryinta
mengunakan,menggunakan
wihedo,wihedo
copia,copia
ramput,ramput
gelandangan,gelandangan
awalnya,awalnya
nontonye,nontonye
melaporkan,melaporkan
kesanya,kesan
yuhu,yuhu
bangen,kangen
badas,badas
orangnya,orang
seruseruan,seru seru
gimik,gimik
kabom,boom
ntar,nanti
thumbs,jempol
wkwkwkwkwkwkwkwkwk,hahaha
nich,bagus
jes,jes
fav,favorit
zel,zel
fuckwhere,fuck where
astagfirulah,astagfirulah
smpah,sampah
nonoton,menonton
diyoutube,youtube
perencis,perencis
perhatin,perhatiin
jirt,anjay
mici,mici
tbtb,tiba tiba
hahnxcuk,hahnxcuk
berubah,berubah
richigakok,richigakok
rapgantengbanget,arap ganteng banget
temenan,teman
valak,valak
jumpscare,jumpscare
biran,biran
ngegame,ngegame
sumpahg,sumpah
judyl,judul
ngajak,ngajak
begalv,begal
lifia,lifia
ditahun,tahun
oreo,oreo
conten,konten
subcribe,subcribe
anjng,anjing
enjoyed,enjoyed
teruskan,teruskan
kesisni,sini
tauyg,tau yang
serverv,server
never,never
maygad,my god
wowowowowow,wow
rewacth,rewatch
dijawab,jawab
fans,fans
kutungu,aku tunggu
gad,gad
dance,dance
nyadarkoharo,nyadarkoharo
dj,dj
ingetadvanevercrosnexianopo,ingat
kylo,kylo
kangensalam,kangen salam
lamain,lamain
njirdisitu,anjay disitu
yalo,yalo
nyolong,nyolong
finaly,finally
dylan,dylan
gabasar,gabasar
baguskrng,bagus kurang
diberandacoba,beranda coba
nitijen,netizen
ngedirect,direct
hehehe,hahaha
woiada,woi ada
tingalin,tinggalin
bgus,bagus
jovial,jovial
tomylm,tomylm
jesnolimit,jess no limit
pelerintar,pelerintar
twist,twist
gilamerinding,gila merinding
theyre,they are
gakalah,tidak kalah
content,konten
kerenapalagi,karena apa lagi
ngpa,mengapa
orog,orang
bgini,begini
kyax,seperti
sekeren,keren
parodinya,parodi
kalaborasi,kolaborasi
apalah,apalah
viewers,viewers
iniwowkarena,ini wow karena
naisu,mantap
bagusnya,bagus
berbeda,berbeda
bnazeng,bnazeng
jegel,jegel
teaser,teaser
colab,colab
gazelion,gazelion
gilamantep,gila mantap
betz,betz
serunya,seru
yr,youtube rewind
vanteys,vanteys
bertahun,tahun
bangke,bangke
beginian,beginian
mulainya,mulainya
forgot,forgot
askshsksk,hahaha
terahir,terakhir
jdi,jadi
recomendation,rekomendasi
ckckck,hahaha
cukv,kawan
dak,tidak
bedanya,beda
source,sumber
anyone,siapapun
sekilas,sekilas
ngemashup,ngemashup
she,dia
nyusul,nyusul
lebay,alay
gazale,gazale
spawn,spawn
bomberkelas,berkelas
redwin,rewind
kerenkocakseru,keren kocak seru
wowal,wow
ntaps,mantap
gaezsumpahbru,kawan sumpah baru
sukur,syukur
kisini,kesini
hope,hope
asalamualaikum,asalamualaikum
lagistelah,lagi setelah
kipidap,kipidap
kalan,kalan
khoirul,khoirul
ehbobacot,ehbobacot
cringe,cringe
njengpas,anjing pas
menyenangkan,menyenangkan
alguien,alguien
adiknya,adiknya
cintai,cintai
uwa,uwa
eyocorona,eyocorona
bangety,banget
salahbeli,salahbeli
rather,rather
online,online
muantap,mantap
harbatah,harbatah
ngehe,hehehe
lambatin,lambat
jutan,juta
outdor,outdoor
jamanbmdumbsmash,jaman dumbsmash
intinya,intinya
huhuhuhu,hahaha
temankeluarga,teman keluarga
dibawa,dibawa
omtantemas,omtantemas
yake,yake
perpaduan,perpaduan
dpan,depan
mengagumkan,mengagumkan
katro,katrok
dhea,dhea
device,device
minit,menit
gaseies,gaseies
asyek,asik
lanjutanya,lanjutannya
omaigat,oh my god
ngk,tidak
clasic,klasik
gilakali,gila kali
bangian,bagian
honest,honest
wahada,wah ada
dibagian,bagian
invite,undang
paketnya,paket
ateam,tim
kotaknya,kotak
duba,duba
vera,vera
juraganku,juragan
tay,tai
nolstagia,nostalgia
lho,loh
richciga,rich chiga
crash,crash
wedew,wow
wowhebat,wow hebat
liow,liow
kampungan,kampungan
upload,upload
penyanyi,penyanyi
nyeh,nyeh
trenya,tren
dirimu,dirimu
juduk,judul
remixan,remix
gwnya,aku
sumpeh,sumpah
aulionya,aulion
ghile,gila
jtx,juta
own,own
kekompakan,kekompakan
memberi,memberi
sm,sama
dady,daddy
lbh,lebih
osama,sama
lgsg,langsung
terakhirnya,terakhir
dumang,dumang
mrsalah,masalah
coconut,coconut
rekomen,rekomendasi
username,username
cheak,cheak
komuk,komuk
bruno,bruno
koalabro,koalabro
gakini,gakini
hbs,habis
kaga,tidak
diajak,ajak
merusak,merusak
dimulai,mulai
corontod,corona
ijin,ijin
jamanjaman,jaman jaman
bocoran,bocoran
cantiknya,cantik
aw,wow
petinju,petinju
klau,kalau
pc,pc
january,januari
sebarin,sebarin
apaya,apa
md,md
wanjeng,anjing
youtubersindonesia,youtuber indonesia
yourtod,youtube ngentot
mneit,menit
titid,kontol
sacha,sacha
clay,clay
haduh,haduh
direwind,rewind
youtubes,youtube
no,tidak
everyone,everyone
subscribed,subscribe
kerensampe,keren sampai
setahun,satu tahun
berpisah,pisah
uw,wow
kaka,kakak
flashbck,flashback
rupanya,rupanya
papau,papa
trnyata,ternyata
seindah,indah
hbis,habis
njirada,anjay ada
drible,drible
mukanya,mukanya
jesus,jesus
erix,erick
mane,dimana
lupabesok,lupa besok
sy,saya
youtuberwnd,youtube rewind
gerakany,gerakan
younglexnya,younglex
korea,korea
gacor,mantap
jod,jod
giveaway,giveaway
komentarnya,komentar
setukju,setuju
iconic,iconic
anjis,anjay
or,atau
desermber,desember
bj,bj
dimenih,dimenih
winson,winson
whuanjer,anjay
penontonber,penonton
yucuber,youtuber
wakwakwak,hahaha
mp,mp
ngeremix,remix
meramal,meramal
autap,autap
jmn,jaman
asiyap,ashiap
laluga,laluga
eyo,eyo
nyegerin,nyegerin
sumpahremix,sumpah remix
ndak,tidak
yl,youtube
kerenitu,keren itu
ntapz,mantap
bomeletak,boom letak
memorable,berkesan
pardon,percaya
uwaw,wow
laurentiusrandobagus,laurentius rando bagus
otw,otw
sw,sw
sma,sma
abisbom,abis boom
bagustpi,bagus tapi
youtuberoldyoutuberskrng,youtuber old youtuber sekarang
guokil,gokil
bgsan,bagus
diajakin,diajakin
kerenya,keren
bali,bali
rachel,rachel
disana,disana
materinya,materinya
seblum,sebelum
salshabilah,salshabilah
kerensuportindonesiayoutubersterus,keren support indonesia youtuber terus
yag,yang
rhaditiya,raditya
nontonyapalagi,nonton apa lagi
meh,meh
ig,ig
bangetcuman,banget cuma
ntabs,mantap
wihkeren,wih keren
gausah,tidak usah
krn,keren
july,juli
danu,danu
semuanyatolong,semua tolong
keberapa,berapa
dahteruskan,sudah teruskan
sambala,sambala
uptown,uptown
emasan,emasan
kerne,karena
hrs,harus
wowaku,wowaku
mantaps,mantap
taw,tau
erpan,erpan
jlk,jelek
hadeh,aduh
nm,nama
kirain,kirain
skali,sekali
akhirakhir,akhir akhir
semacam,semacam
msa,masa
suaranyav,suara
meyoutubekan,youtube
sumpahgue,sumpah aku
skinyfabs,skinyfabs
vidonya,video
drag,drag
vr,video rewind
gabut,malas
tk,tidak
lagacrash,laga crash
nyadaritu,sadar itu
ramdom,random
ngeinget,ingat
chinga,chigga
gaperlu,tidak perlu
kwkwkw,hahaha
ozm,ozm
beauty,cantik
bingitsn,banget
wu,wow
haisaya,hai saya
yet,sekarang
poi,poi
wkakwkakw,hahaha
temen,teman
bastic,bastic
erikontol,erick kontol
dawin,dawin
disni,disini
menjelang,menjelang
nti,nanti
barvo,semangat
legendlegend,legend legend
djiwa,jiwa
abisaku,setelah aku
nontom,nonton
lein,lain
yoyon,yoyon
ramesepi,ramai sepi
ip,iphone
mantas,mantap
singapore,singapore
gogogoy,semangat
anjim,anjay
chers,chers
lelakikardusv,laki laki kardus
namahokbisa,nama bisa
berjuang,berjuang
petchahaulionya,pecah aulion
copyright,copyright
terlama,terlama
omid,omid
yamohon,yamohon
berarti,berarti
ntahlah,entah
gaes,gaes
dibawahnya,dibawahnya
subhanalah,subhanalah
endrose,endrose
copyrightnya,copyrightnya
inigara,inigara
badblod,badblod
berkaraya,berkaraya
terselubung,terselubung
rake,rake
mobilegendwkwkwk,mobile legends hahaha
syang,sayang
saluto,salut
standing,mantap
december,desember
ger,ger
khairunisa,khairunisa
masanya,masanya
boy,boy
kerengokil,keren gokil
jodiemotovloghd,jodiemotovloghd
vngnc,vngnc
diawal,diawal
dead,dead
otaknya,otaknya
yamuter,yamuter
abishidup,setelah hidul
penotnton,penonton
lagutapi,lagu tapi
ready,ready
candraliauw,chandra liow
wowbagus,wow bagus
laurebtiusrando,laurebtiusrando
setujuh,setuju
cihga,chigga
bromending,kawan mending
end,selesai
terutama,terutama
mn,dimana
dtonton,tonton
taylor,taylor
tenan,tenan
notif,notif
lha,loh
sebelum,sebelum
vang,yang
nostalgiabis,sangat nostalgia
amezing,amazing
munculnya,muncul
pasukan,pasukan
mesink,mesink
lakik,laki laki
mqntap,mantap
widihkak,mantap kakak
huhu,hahaha
krena,karena
ngebanding,ngebanding
kgen,kangen
co,co
imasa,masa
dibuatin,dibuatin
gamer,gamer
boms,boom
goa,goa
subscribernya,subscribe
seadanya,seadanya
dizaman,dizaman
malem,malem
omglove,oh my good love
jugde,jugde
kebakaran,kebakaran
omi,oh my good
cepet,cepet
toutubers,youtuber
mncoba,mencoba
kerengila,keren gila
baeu,baeu
lacodefin,lacodefin
putihreza,putih reza
viano,viano
klambi,klambi
rb,ribu
test,tes
lanjutkan,lanjutkan
sedi,sedih
tahunbaru,tahun baru
uy,uy
stephanie,stephanie
ajaj,hahaha
arapada,arapada
bnger,banget
disilikes,dislike
ngilang,menghilang
huhuhu,huhuhu
throw,throw
davidwongart,davidwongart
tyrewindind,tyrewindind
rambutnya,rambutnya
pubg,pubg
kalinya,kalinya
brp,berapa
dimashub,dimashub
haruse,haruse
tomy,tomy
mainin,mainin
guav,guav
rewaind,rewaind
ngena,terkena
ytrk,youtube rewind
filtet,filtet
diantara,antara
whip,whip
paraparapara,paraparapara
berinding,merinding
gwhalo,aku halo
budget,budget
koreanya,korea
bazing,amazing
wkwkwkwkwkwkwkwkwkwk,hahaha
oy,hai
mbdc,mbdc
blg,blg
arao,arao
kesian,kasihan
fathia,fathia
setalah,setelah
subrice,subscribe
flash,flash
erickonto,erick kontol
sihwalau,sih walau
nangid,nangis
jaidi,jaidi
pandoev,pandoev
cantika,cantik
erickolim,ericko lim
pembukanya,pembukanya
dufan,dufan
miauwaug,miauwaug
wowkeren,wow keren
shoutout,shoutout
tipang,tipang
guw,guw
gaterlalu,tidak terlalu
merindukan,merindukan
jodie,jodie
kerenanan,lebih keren
kerenbangeret,keren banget
thx,terima kasih
mobi,mobi
msh,masih
pochinki,pochinki
kokoh,kokoh
cindygula,cindygula
cm,cuma
bneran,beneran
kiflyf,kiflyf
hargai,hargai
nh,noh
perfeck,perfeck
backsound,backsound
aisyah,aisyah
excited,excited
scen,scen
alan,alan
teloletnya,teloletnya
seharusnya,seharusnya
ofline,ofline
israel,israel
at,at
nelepon,nelepon
utap,utap
anji,anji
picky,picky
lek,lek
belajar,belajar
ky,seperti
yahya,yahya
saih,saih
awkarn,awkarin
jerimy,jerimy
godbyeclipse,good bye eclipse
ekata,ekata
hahahah,hahaha
most,most
cream,cream
cukl,cukl
oliv,oliv
beacon,beacon
sayanknya,sayang
yeh,yeh
jodiemotovlog,jodiemotovlog
deus,deus
suback,suback
pirst,pirst
ver,ver
realitanya,realitanya
beaconcreampsrah,beacon cream pasrah
endingnya,endingnya
cigul,cigul
releasenya,releasenya
cakepan,cakepan
fadiljaidi,fadiljaidi
dufanya,dufanya
menghibur,menghibur
nail,nail
ridwan,ridwan
nelson,nelson
youtup,youtup
uyey,uyey
kesbor,kesbor
cosplay,cosplay
samyang,samyang
special,special
smel,smel
basic,basic
silver,silver
jul,jul
makeup,makeup
kulebih,kulebih
suck,suck
baby,baby
lamabaru,lamabaru
manca,manca
king,king
wenak,wenak
yahsayang,yah sayang
debest,the best
cici,cici
bandingbagusan,banding bagusan
uvuvwevwevwe,uvuvwevwevwe
omobi,om mobi
duper,duper
jodier,jodier
yosafat,yosafat
kemasa,kemasa
alfy,alfy
videonygua,videonygua
terangkanlah,terangkanlah
kecepetan,kecepetan
lula,lula
selipin,selipin
change,change
manequen,manequen
joker,joker
gilsparahbagus,gilsparahbagus
terkhir,terakhir
pda,pada
kurangnya,kurangnya
ngedab,ngedab
knpa,kenapa
fatia,fatia
kerenkeren,keren keren
abisdan,abisdan
lmfaoi,lmfaoi
parody,parody
eclat,eclat
wt,what the fuck
siapamasih,siapa masih
lebi,lebih
salpok,salah fokus
lame,ramai
minyo,minyo
weyeh,weyeh
cman,cman
yeada,yeada
dope,dope
taunya,taunya
samsolese,samsolese
temanya,temanya
skalian,sekalian
beaconcream,beacon cream
tingalkan,tinggalkan
raney,raney
thats,thats
kacao,kacao
hahahagua,hahaha aku
pemula,pemula
days,days
beaconcreamcuy,beacon cream kawan
alhamdulilah,alhamdulilah
respect,respect
hoverboard,hoverboard
ulala,ulala
kerean,kerean
jokernya,jokernya
rialucuv,rialucuv
salutnya,salutnya
glen,glen
unity,unity
keduax,keduax
nyampe,sampai
homepage,homepage
sumph,sumpah
run,run
sambungan,sambungan
skhak,skhak
upsegi,upsegi
only,only
agunghapsah,agung hapsah
brohk,kawan
slimenya,slimenya
lets,lets
bagustapi,bagus tetapi
shadir,hadir
youtubenya,youtube
buburayamracer,bubur ayam racer
reward,reward
terdebest,the best
harapanya,harapanya
keliatan,keliatan
ganjaku,ganjaku
firt,firt
survivor,survivor
produsernya,produsernya
nyimak,nyimak
membandingkan,membandingkan
berkonsep,berkonsep
cringey,cringey
trahit,trahit
bocil,bocil
anjirlagu,anjir lagu
raz,raz
medley,medley
story,story
scence,scence
viralin,viralin
director,director
lengkapgaje,lengkapgaje
creamtim,creamtim
broinilah,broinilah
komplit,komplit
olang,olang
tahunya,tahunya
krenan,krenan
yudist,yudist
masuke,masuke
anjr,anjir
autonetmagz,autonetmagz
palin,palin
mengigat,mengigat
botle,botle
ngalahin,ngalahin
mnurut,mnurut
dahtapi,dahtapi
tepe,tepe
nanyak,nanyak
hape,hape
terahkir,terahkir
andovinya,andovinya
terkahir,terkahir
mrinding,mrinding
richchiga,richchiga
cindy,cindy
oct,oct
alone,alone
cutscene,cutscene
kreatifnya,kreatifnya
jodhie,jodhie
miawaung,miawaung
smk,smk
tauyoutube,tauyoutube
they,they
request,request
dikirain,dikirain
black,black
sdh,sudah
terakher,terakhir
cakepo,cakepo
ngesubscribe,subscribe
kibor,kibor
kerentapi,keren tetapi
luthfi,luthfi
nostalgila,nostalgila
gregetbanyak,greget banyak
njirpas,anjay pas
kepengen,pengen
alansan,alansan
slimer,slimer
abiez,abiez
reuploader,reuploader
terpirasi,terpirasi
people,people
bhahaha,bhahaha
jan,jan
yekak,yekak
ngir,ngir
yabantu,yabantu
mantanya,mantanya
awkaren,awkarin
was,was
wauw,wauw
mntap,mantap
depaningin,depaningin
reaction,reaction
kids,kids
cheap,cheap
yadi,yadi
roydc,roydc
kerenam,kerenam
sepertinya,sepertinya
fvckin,fuck
diputar,diputar
menekewin,menekewin
perbedan,perbedaan
fathiagung,fathiagung
fun,fun
pap,pap
jodiemotoplogmotomobidan,jodie motomobi dan
hubunganya,hubungan
musuhan,musuh
legendnya,legend
chia,chia
permasalah,permasalah
oemji,oh my god
yoits,yoits
mukamuka,muka muka
kecekeren,kece keren
zamanya,zaman
hrusnya,harus nya
stranger,stranger
kitendust,kitendust
absolutely,absolutely
sangking,sangking
slime,slime
drpan,drpan
transisimusik,transisimusik
goat,goat
apresiasinya,apresiasinya
amjinc,anjing
spechles,spechles
entahlah,entahlah
dimanakah,dimanakah
hatidinternet,hatidinternet
tahuwaktu,tahuwaktu
backsong,backsong
muntaz,muntaz
bxbzusajfyes,bxbzusajfyes
miauaug,miauaug
ew,ew
ultimate,ultimate
marshmelo,marshmelo
mvp,mvp
jakarta,jakarta
wes,wes
ajig,anjing
guemaujadiyutuber,gue mau jadi youtuber
line,line
sihtapi,sih tapi
palevi,palevi
ux,ux
tv,tv
gelantis,gelantis
kamen,kamen
mastin,mastin
frank,frank
parahpecah,parah pecah
pikachu,pikachu
likes,likes
lagulagunya,lagulagunya
siplahg,siplahg
bayangkanericko,bayangkanericko
merining,merining
mendulu,mendulu
hahahahahah,hahaha
yep,yep
gewla,gewla
likenya,likenya
menurutkumendingan,menurut aku mending
binging,binging
felnya,felnya
arib,arib
gitu,gitu
hapy,hapy
vibes,vibes
flip,flip
molnya,molnya
memurut,memurut
guyg,guyg
mksudnya,mksudnya
anjink,anjink
gokilnya,gokilnya
bruakakak,bruakakak
team,team
bingungkenapa,bingungkenapa
keterakhir,keterakhir
edhoko,edhoko
wantu,wantu
berharab,berharab
gud,gud
keliyatan,keliyatan
mntep,mntep
bye,bye
mixinganya,mixinganya
jodimotovloghd,jodimotovloghd
wjahnya,wjahnya
kocag,kocag
wasnt,wasnt
stransisi,stransisi
devi,devi
ibumu,ibumu
qmack,qmack
bruh,bruh
muhamad,muhamad
dimna,dimna
bilangin,bilangin
mnrt,mnrt
grandong,grandong
kaylove,kaylove
wahkeren,wahkeren
mantapgini,mantapgini
gileboleh,gileboleh
ngereaction,ngereaction
nyambung,nyambung
tergantikan,tergantikan
baim,baim
jwab,jwab
egi,egi
likecomemtand,likecomemtand
rialove,rialove
menitngaploud,menitngaploud
gambarin,gambarin
scne,scne
orng,orng
vilek,vilek
fvck,fvck
ned,ned
kepi,kepi
ayey,ayey
semarang,semarang
demn,demn
foir,foir
regie,regie
jody,jody
tolelotnya,tolelotnya
keg,keg
bae,bae
manekin,manekin
ytrwd,ytrwd
sebenernya,sebenernya
kardef,kardef
argh,argh
donald,donald
ginian,ginian
banyakin,banyakin
deleted,deleted
cewepas,cewepas
bgst,bgst
lebis,lebis
males,males
talat,talat
sekalisampe,sekalisampe
motomobi,motomobi
lebir,lebir
tigreal,tigreal
jawaban,jawaban
yudhist,yudhist
cinematic,cinematic
nostalgiamerinding,nostalgiamerinding
terbaikmerinding,terbaikmerinding
harley,harley
meit,meit
radityadika,radityadika
frist,frist
malaysia,malaysia
dahdan,dahdan
ade,ade
trs,trs
laluapalagi,laluapalagi
mengkangen,mengkangen
dag,dag
semuayoutuber,semuayoutuber
terakhie,terakhie
senc,senc
cia,cia
emng,emng
senyumanya,senyumanya
alasan,alasan
brothers,brothers
berlebihan,berlebihan
kawai,kawai
lgunya,lgunya
staringmiawaug,staringmiawaug
alex,alex
sabtujanuari,sabtujanuari
regimiawaug,regimiawaug
after,after
dodep,dodep
godjob,godjob
disekolah,disekolah
lahirnya,lahirnya
yutob,yutob
keknya,keknya
history,history
turn,turn
pergerakan,pergerakan
move,move
idk,idk
ygvlast,ygvlast
gilatahu,gilatahu
beaconcreamnelson,beaconcreamnelson
motomobil,motomobil
berusaha,berusaha
php,php
down,down
parahah,parahah
terlalucepet,terlalucepet
sadiz,sadiz
hadusayang,hadusayang
merindingnya,merindingnya
kle,kle
edno,edno
kntl,kntl
duanya,duanya
akui,akui
sianjing,sianjing
youtuobers,youtuobers
yamasih,yamasih
pergantian,pergantian
hapsahv,hapsahv
youtibe,youtibe
kubudukung,kubudukung
zenmanto,zenmanto
yea,yea
tw,tw
pisan,pisan
harapan,harapan
ngangenin,ngangenin
marsmalowalone,marsmalowalone
naix,naix
know,know
gilz,gilz
wadaw,wadaw
temanteman,temanteman
pakek,pakek
aza,aza
berjayalah,berjayalah
pecahan,pecahan
mengatakan,mengatakan
mingir,mingir
yoshi,yoshi
ngemis,ngemis
lmao,lmao
dibawah,dibawah
nth,nth
upi,upi
riprapstrounot,riprapstrounot
hytftg,hytftg
disimpan,disimpan
lengkapan,lengkapan
kerenv,kerenv
whops,whops
parodyin,parodyin
miawang,miawang
seruan,seruan
hmpantesan,hmpantesan
lulu,lulu
memory,memory
atm,atm
welkom,welkom
asem,asem
peachy,peachy
petjahsumpah,petjahsumpah
ngeditjdi,ngeditjdi
kurangruning,kurangruning
ahkir,ahkir
bermimpi,bermimpi
subtitle,subtitle
prasan,prasan
wtfdonald,wtfdonald
wis,wis
diakhirakhirnyamungkin,diakhirakhirnyamungkin
siregi,siregi
ful,ful
youre,youre
katakerenterus,katakerenterus
pencampuran,pencampuran
mid,mid
admit,admit
soapers,soapers
woq,woq
regy,regy
ngehargain,ngehargain
selanjutnya,selanjutnya
marathon,marathon
harald,harald
kagen,kagen
by,by
fany,fany
twrbaik,twrbaik
hans,hans
berstruktur,berstruktur
inibikin,inibikin
ytber,ytber
kuharap,kuharap
nambah,nambah
dylandplos,dylandplos
despacito,despacito
niga,niga
terngiang,terngiang
berandadmn,berandadmn
sbnrnya,sbnrnya
kgk,kgk
vlogpecah,vlogpecah
jodi,jodi
kemasan,kemasan
awkarinya,awkarinya
abisan,abisan
kidz,kidz
dipikiran,dipikiran
gra,gra
yow,yow
glamournya,glamournya
kern,kern
jrit,jrit
adhit,adhit
ramein,ramein
despite,despite
cgicgian,cgicgian
dibandinf,dibandinf
memasukan,memasukan
jaidihahahaha,jaidihahahaha
jeremyviari,jeremyviari
maneh,maneh
react,react
tae,tae
bhineka,bhineka
miawaugnya,miawaugnya
hidupkan,hidupkan
mo,mo
susunan,susunan
mengikuti,mengikuti
trakhir,terakhir
ekspektasi,ekspetasi
hasansjrgak,hasan jr tidak
muncuk,muncuk
fateh,fateh
naro,naro
awashome,awashome
netizensuka,netizensuka
atuh,atuh
luthfihalimawan,luthfihalimawan
gabayangin,gabayangin
scin,scin
gais,gais
chanrdalow,chanrdalow
djiwah,djiwah
berandayg,berandayg
kw,kw
eduo,eduo
gaktaun,gaktaun
october,october
tersepona,tersepona
siminyi,siminyi
et,et
nancep,nancep
compose,compose
br,br
mencari,mencari
stelahnya,stelahnya
maneqiunya,maneqiunya
tracklistnya,tracklistnya
videonyapengen,videonyapengen
ytrnya,ytrnya
bermain,bermain
wei,wei
cebongkokdungu,cebongkokdungu
juntrunganya,juntrunganya
help,help
smack,smack
arman,arman
kemana,kemana
ngeremehin,ngeremehin
ewind,ewind
dude,dude
hatihatidinternet,hatihatidinternet
sihindonesia,sihindonesia
bandingkan,bandingkan
pikachunya,pikachunya
gemesh,gemesh
miauw,miauw
gakliat,gakliat
mksud,mksud
tbh,tbh
logan,logan
anzai,anzai
martin,martin
msasih,msasih
cmon,cmon
couple,couple
perasa,perasa
mengalahkan,mengalahkan
richigarich,richigarich
jodimotovlog,jodimotovlog
youtap,youtap
diundang,diundang
pantesan,pantesan
okay,okay
youtebers,youtebers
kevinchocs,kevinchocs
lit,lit
menyatakan,menyatakan
sape,sape
sendalebihganteng,sendalebihganteng
diliat,diliat
akuvideo,akuvideo
gusy,gusy
percayalah,percayalah
diupload,diupload
owibutet,owibutet
wuhu,wuhu
likev,likev
kebanting,kebanting
edhozelraditya,edhozelraditya
astronot,astronot
ricis,ricis
adc,adc
dibandingin,dibandingin
ngab,ngab
gabakal,gabakal
akuin,akuin
ckckckckckckck,ckckckckckckck
vs,vs
nk,nk
healing,healing
psa,psa
terkejut,terkejut
motovloger,motovloger
wuh,wuh
ngoment,ngoment
kos,kos
much,much
soulka,soulka
random,random
bosku,bosku
ngasih,ngasih
swag,swag
berada,berada
